LOC_ID,PROD_ID,PERIOD,PLANNING_PERIOD,FINAL_FCST,STAT_FCST_QTY,CORRECTED_FCST_QTY,AIP_FCST,SALES_HISTORY,AIP_YEAR_TREND,CORR_YEAR_TREND,STAT_YEAR_TREND,AIP_TREND,CORR_TREND,STAT_TREND,AIP_YEAR_MEAN,CORR_YEAR_MEAN,STAT_YESR_MEAN,AIP_MEAN,CORR_MEAN,STAT_MEAN
FLORIDA,FG_622,2018-08-01,2020-07-01,,241.000000,308.682681,286.502000,,235.529487,350.917591,273.974358,350.772999,558.713517,436.208333,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-08-01,,335.000000,429.081735,273.902000,,315.798833,544.784372,425.333333,374.565000,600.714429,469.000000,430.508333,730.506317,570.333333,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-09-01,,751.000000,961.911591,514.302000,,430.508333,730.506317,570.333333,398.356999,642.982182,502.000000,430.508333,730.506317,570.333333,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-10-01,,625.000000,800.525625,503.321000,,545.217833,916.228262,715.333333,422.148999,686.904354,536.291666,430.508333,730.506317,570.333333,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2018-08-01,398.000000,335.000000,429.081735,273.902000,,430.148179,647.284494,505.358974,338.241291,511.162295,399.083333,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2018-09-01,749.000000,751.000000,961.911591,514.302000,,412.455571,620.342048,484.324009,333.567541,499.848200,390.250000,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2018-10-01,738.000000,625.000000,800.525625,503.321000,,394.762962,593.399602,463.289044,328.893791,486.879685,380.125000,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2018-11-01,689.000000,399.000000,511.055559,467.092000,,377.070354,566.457157,442.254079,326.556916,477.273377,372.625000,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2018-12-01,693.000000,485.000000,621.207885,467.092000,,359.377745,539.514711,421.219114,329.172875,492.216522,384.291666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-01-01,356.000000,240.000000,307.401840,217.817000,,341.685137,512.572265,400.184149,332.313833,504.117670,393.583333,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-02-01,328.000000,223.000000,285.627543,217.817000,,323.992529,485.629820,379.149184,332.838833,499.101043,389.666666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-03-01,330.000000,235.000000,300.997635,217.817000,,306.299920,458.687374,358.114219,332.838833,499.101043,389.666666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-04-01,332.000000,192.000000,245.921472,217.817000,,288.607312,431.744928,337.079254,332.838833,499.101043,389.666666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-05-01,420.000000,298.000000,381.690618,273.902000,,270.914703,404.802483,316.044289,332.838833,499.101043,389.666666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
