LOC_ID,PROD_ID,PERIOD,PLANNING_PERIOD,FINAL_FCST,STAT_FCST_QTY,CORRECTED_FCST_QTY,AIP_FCST,SALES_HISTORY,AIP_YEAR_TREND,CORR_YEAR_TREND,STAT_YEAR_TREND,AIP_TREND,CORR_TREND,STAT_TREND,AIP_YEAR_MEAN,CORR_YEAR_MEAN,STAT_YESR_MEAN,AIP_MEAN,CORR_MEAN,STAT_MEAN
FLORIDA,FG_622,2018-08-01,2019-06-01,519.000000,652.000000,835.108332,336.685000,,253.222095,377.860037,295.009324,332.838833,499.101043,389.666666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-07-01,445.000000,241.000000,308.682681,286.502000,,235.529487,350.917591,273.974358,332.838833,499.101043,389.666666,343.691000,524.812740,409.740740,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-08-01,428.000000,335.000000,429.081735,273.902000,,430.148179,647.284494,505.358974,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-09-01,806.000000,751.000000,961.911591,514.302000,,412.455571,620.342048,484.324009,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-10-01,793.000000,625.000000,800.525625,503.321000,,394.762962,593.399602,463.289044,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-11-01,741.000000,399.000000,511.055559,467.092000,,377.070354,566.457157,442.254079,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2019-12-01,745.000000,485.000000,621.207885,467.092000,,359.377745,539.514711,421.219114,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-01-01,350.000000,240.000000,307.401840,217.817000,,341.685137,512.572265,400.184149,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-02-01,352.000000,223.000000,285.627543,217.817000,,323.992529,485.629820,379.149184,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-03-01,354.000000,235.000000,300.997635,217.817000,,306.299920,458.687374,358.114219,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-04-01,356.000000,192.000000,245.921472,217.817000,,288.607312,431.744928,337.079254,332.838833,499.101043,389.666666,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-05-01,450.000000,298.000000,381.690618,273.902000,,270.914703,404.802483,316.044289,334.348375,511.162295,399.083333,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
FLORIDA,FG_622,2018-08-01,2020-06-01,556.000000,652.000000,835.108332,336.685000,,253.222095,377.860037,295.009324,337.367458,530.695121,414.333333,352.372733,545.382097,425.800000,343.691000,524.812740,409.740740
