LOC_ID,PROD_ID,PERIOD,PLANNING_PERIOD,FINAL_FCST,STAT_FCST_QTY,CORRECTED_FCST_QTY,AIP_FCST,SALES_HISTORY,AIP_YEAR_TREND,CORR_YEAR_TREND,STAT_YEAR_TREND,AIP_TREND,CORR_TREND,STAT_TREND,AIP_YEAR_MEAN,CORR_YEAR_MEAN,STAT_YESR_MEAN,AIP_MEAN,CORR_MEAN,STAT_MEAN
FLORIDA,FG_605,2019-08-01,2019-08-01,,15.000000,16.148219,14.151412,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2019-09-01,,14.000000,15.071671,14.886503,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2019-10-01,,14.000000,15.071671,14.886503,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2019-11-01,,15.000000,16.148219,14.886503,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2019-12-01,,16.000000,17.224767,14.490356,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-01-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-02-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-03-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-04-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-05-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-06-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-07-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-08-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-09-01,,15.000000,16.148219,14.490356,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-10-01,,15.000000,16.148219,14.490356,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-11-01,,15.000000,16.148219,14.490356,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2020-12-01,,15.000000,16.148219,14.490356,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-01-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-02-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-03-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-04-01,,15.000000,16.148219,17.942501,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-05-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-06-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
FLORIDA,FG_605,2019-08-01,2021-07-01,,15.000000,16.148219,13.755266,0.000000,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333,15.462065,16.103363,14.958333
